rank,name,score,source,SMILES
1,AR-360/42760356,1.876,Specs,"c1ccc(cc1)CC[C@](c1ccccc1)(c1ccccc1)O	AR-360/42760356
"
2,AE-477/13519272,1.685,Specs,"c1ccc(cc1)[C@@H]1[C@H](c2ccccc2)N1c1ccccc1	AE-477/13519272
"
3,AE-641/02323030,1.683,Specs,"c1ccc(cc1)C1=NN(c2ccccc2)[C@H](c2ccccc2)C1	AE-641/02323030
"
4,AE-477/13519272,1.682,Specs,"c1ccc(cc1)[C@@H]1[C@H](c2ccccc2)N1c1ccccc1	AE-477/13519272
"
5,AE-641/02323030,1.681,Specs,"c1ccc(cc1)C1=NN(c2ccccc2)[C@H](c2ccccc2)C1	AE-641/02323030
"
6,AE-477/13519075,1.677,Specs,"c1ccc(cc1)[C@H]1C[C@](c2ccccc2)(c2ccccc2O1)O	AE-477/13519075
"
7,AQ-344/43100025,1.634,Specs,"c1ccc(cc1)[C@H]([C@@H](c1ccccc1)O)Nc1ccccc1	AQ-344/43100025
"
8,AF-407/36112010,1.633,Specs,"c1ccc(cc1)C(=O)C[C@@](c1ccccc1)(C(F)(F)F)O	AF-407/36112010
"
9,AR-360/04460031,1.624,Specs,"c1ccc(cc1)[C@](c1ccc(cc1)C)(c1ccc(cc1)C)O	AR-360/04460031
"
10,AQ-344/43100025,1.624,Specs,"c1ccc(cc1)[C@H]([C@@H](c1ccccc1)O)Nc1ccccc1	AQ-344/43100025
"
11,AE-848/30862026,1.623,Specs,"c1ccc(cc1)C1=NN(c2ccccc2)[C@@](c2ccccc2)(C1)C	AE-848/30862026
"
12,AE-848/30862026,1.618,Specs,"c1ccc(cc1)C1=NN(c2ccccc2)[C@@](c2ccccc2)(C1)C	AE-848/30862026
"
13,AE-477/13519272,1.618,Specs,"c1ccc(cc1)[C@@H]1[C@H](c2ccccc2)N1c1ccccc1	AE-477/13519272
"
14,AG-927/37114008,1.616,Specs,"c1ccc(cc1)[C@@H]1C[C@@](c2ccccc2)(C)ON1c1ccccc1	AG-927/37114008
"
15,AQ-344/43100025,1.615,Specs,"c1ccc(cc1)[C@H]([C@@H](c1ccccc1)O)Nc1ccccc1	AQ-344/43100025
"
16,AG-927/37114008,1.61,Specs,"c1ccc(cc1)[C@@H]1C[C@@](c2ccccc2)(C)ON1c1ccccc1	AG-927/37114008
"
17,AE-848/32610052,1.606,Specs,"c1ccc(cc1)P(=NS(=O)(=O)c1ccccc1)(c1ccccc1)N	AE-848/32610052
"
18,AE-907/30533028,1.599,Specs,"c1ccc(cc1)Cc1nc2ccccc2n1Cc1ccccc1	AE-907/30533028
"
19,AP-263/13581480,1.599,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccccc1F	AP-263/13581480
"
20,AE-848/32002005,1.597,Specs,"c1ccc(cc1)CN(c1ccccc1)N=Cc1ccncc1	AE-848/32002005
"
21,AA-504/07998058,1.596,Specs,"c1ccc(cc1)C1=N[C@H](c2ccccc2)N=C1c1ccccc1	AA-504/07998058
"
22,AK-918/41777484,1.596,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)OC(=O)c1cccc(c1)Cl	AK-918/41777484
"
23,AG-205/03631014,1.596,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccccc1C	AG-205/03631014
"
24,AK-968/41018786,1.595,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(cc1)F	AK-968/41018786
"
25,AK-968/40079253,1.595,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccccc1Cl	AK-968/40079253
"
26,AG-205/33146004,1.594,Specs,"c1ccc(cc1)N1[C@H](c2ccc(cc2)F)CC(=N1)c1ccc(cc1)F	AG-205/33146004
"
27,AG-205/33146004,1.593,Specs,"c1ccc(cc1)N1[C@H](c2ccc(cc2)F)CC(=N1)c1ccc(cc1)F	AG-205/33146004
"
28,AK-823/41252352,1.592,Specs,"c1ccc(cc1)C[C@]1(C(=O)c2ccccc2C1)Cc1ccccc1	AK-823/41252352
"
29,AD-310/37069006,1.59,Specs,"c1ccc(cc1)C(=CSc1ccc(cc1)Cl)c1ccccc1	AD-310/37069006
"
30,AG-690/09705039,1.589,Specs,"c1ccc(cc1)N1[C@H](c2ccc(cc2)F)CC(=N1)c1ccc(cc1)Br	AG-690/09705039
"
31,AB-337/13036037,1.588,Specs,"c1ccc(cc1)C(=CS(=O)(=O)c1ccccc1)c1ccccc1	AB-337/13036037
"
32,AG-690/09705039,1.587,Specs,"c1ccc(cc1)N1[C@H](c2ccc(cc2)F)CC(=N1)c1ccc(cc1)Br	AG-690/09705039
"
33,AG-670/34887035,1.584,Specs,"C(#C[C@@](c1ccccc1)(c1ccccc1)O)[C@H]1CCC[NH](C1)C	AG-670/34887035
"
34,AE-848/36047058,1.583,Specs,"c1ccc(cc1)[C@H]1CC(=NN1c1ccccc1Cl)c1cccs1	AE-848/36047058
"
35,AL-182/14819031,1.582,Specs,"c1ccc(cc1)[C@](c1ccccc1)(c1cn2c(cccc2)n1)O	AL-182/14819031
"
36,AN-329/10867050,1.582,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Oc1ccccc1	AN-329/10867050
"
37,AG-690/33352025,1.579,Specs,"c1ccc(cc1)N1[C@H](c2ccc(cc2)Cl)CC(=N1)c1ccccc1Cl	AG-690/33352025
"
38,AG-690/33392024,1.577,Specs,"c1ccc(cc1)[C@@H]1CC(=NN1c1ccccc1Cl)c1ccc(cc1)Cl	AG-690/33392024
"
39,AF-407/36112010,1.577,Specs,"c1ccc(cc1)C(=O)C[C@@](c1ccccc1)(C(F)(F)F)O	AF-407/36112010
"
40,AG-205/33133029,1.576,Specs,"c1ccc(cc1)N1[C@@H](c2ccccc2Cl)CC(=N1)c1ccc(cc1)Cl	AG-205/33133029
"
41,AE-477/13519023,1.576,Specs,"c1ccc(cc1)[C@H]1c2ccccc2O[C@@H](c2ccccc2)C1	AE-477/13519023
"
42,AG-690/33392024,1.575,Specs,"c1ccc(cc1)[C@@H]1CC(=NN1c1ccccc1Cl)c1ccc(cc1)Cl	AG-690/33392024
"
43,AG-205/33133034,1.575,Specs,"c1ccc(cc1)N1[C@@H](c2ccccc2Cl)CC(=N1)c1ccc(cc1)Br	AG-205/33133034
"
44,AE-848/36048001,1.574,Specs,"c1ccc(cc1)[C@H]1CC(=NN1c1ccccc1)c1cccs1	AE-848/36048001
"
45,AG-205/33133029,1.573,Specs,"c1ccc(cc1)N1[C@@H](c2ccccc2Cl)CC(=N1)c1ccc(cc1)Cl	AG-205/33133029
"
46,AF-936/04150050,1.573,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccccc1OC	AF-936/04150050
"
47,AL-182/11876024,1.571,Specs,"c1ccc(cc1)[C@@H]1CC(=NN1c1ccccc1)c1ccc2c(c1)CCCC2	AL-182/11876024
"
48,AG-205/33133034,1.571,Specs,"c1ccc(cc1)N1[C@@H](c2ccccc2Cl)CC(=N1)c1ccc(cc1)Br	AG-205/33133034
"
49,AG-690/12244112,1.57,Specs,"c1ccc(cc1)C1=NN(c2ccc(cc2)C=O)[C@@H](c2cccc(c2)Br)C1	AG-690/12244112
"
50,AG-690/12244112,1.569,Specs,"c1ccc(cc1)C1=NN(c2ccc(cc2)C=O)[C@@H](c2cccc(c2)Br)C1	AG-690/12244112
"
51,AE-477/13519023,1.568,Specs,"c1ccc(cc1)[C@H]1c2ccccc2O[C@@H](c2ccccc2)C1	AE-477/13519023
"
52,AG-205/33143040,1.566,Specs,"c1ccc(cc1)N1[C@H](c2ccc(cc2)Br)CC(=N1)c1ccc(cc1)OC	AG-205/33143040
"
53,AG-205/33143040,1.565,Specs,"c1ccc(cc1)N1[C@H](c2ccc(cc2)Br)CC(=N1)c1ccc(cc1)OC	AG-205/33143040
"
54,AN-329/41717384,1.564,Specs,"c1ccc(cc1)C=CC(CC=C)(CC=C)[NH3]	AN-329/41717384
"
55,AE-848/36047060,1.563,Specs,"c1ccc(cc1)[C@H]1CC(=NN1c1ccccc1OC)c1cccs1	AE-848/36047060
"
56,AG-205/33133004,1.562,Specs,"c1ccc(cc1)N1[C@H](c2ccccc2OC)CC(=N1)c1ccc(cc1)Cl	AG-205/33133004
"
57,AE-848/32614037,1.561,Specs,"c1ccc(cc1)N(c1ccccc1)N=C1c2cc(ccc2NC1=O)C	AE-848/32614037
"
58,AN-212/13751240,1.558,Specs,"C(#C[C@@](c1ccccc1)(c1ccccc1)O)[C@]1(CCCC[NH]1C)C	AN-212/13751240
"
59,AK-968/41018853,1.558,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccccc1CC	AK-968/41018853
"
60,AE-477/13519075,1.558,Specs,"c1ccc(cc1)[C@H]1C[C@](c2ccccc2)(c2ccccc2O1)O	AE-477/13519075
"
61,AG-670/36127049,1.558,Specs,"C(#N)c1ccccc1NC(=O)[C@@H](c1ccccc1)c1ccccc1	AG-670/36127049
"
62,AK-968/37032031,1.555,Specs,"c1ccc(cc1)[C@H]1C(=NN(c2cccc(c2)Br)C1)c1cccs1	AK-968/37032031
"
63,AG-205/07778023,1.554,Specs,"c1ccc(cc1)C1=NN(c2ccccc2F)[C@H](c2ccc(cc2)F)C1	AG-205/07778023
"
64,AK-968/37032031,1.554,Specs,"c1ccc(cc1)[C@H]1C(=NN(c2cccc(c2)Br)C1)c1cccs1	AK-968/37032031
"
65,AP-518/41793439,1.553,Specs,"c1ccc(cc1)[C@H](c1ccc(cc1)OC)NC(=O)c1cccc(c1)F	AP-518/41793439
"
66,AH-487/15148111,1.553,Specs,"c1ccc(cc1)C=C(c1ccccc1)C(=O)N1CCCCC1	AH-487/15148111
"
67,AN-329/15538317,1.552,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(c(c1)F)C	AN-329/15538317
"
68,AP-263/40792243,1.552,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1cc(ccc1C)C	AP-263/40792243
"
69,AN-329/10867052,1.552,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Oc1ccccc1C	AN-329/10867052
"
70,AE-842/32998051,1.552,Specs,"c1ccc(cc1)[C@]1(c2ccccc2)[C@H]2[C@H]3CC[C@H](C3)[C@@H]2N=N1	AE-842/32998051
"
71,AN-465/41988230,1.552,Specs,"c1ccc(cc1)[C@H](c1ccccc1)[NH2]Cc1c(cccc1Cl)F	AN-465/41988230
"
72,AE-641/04598050,1.551,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(cc1C)C	AE-641/04598050
"
73,AN-329/10786012,1.551,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Oc1ccccc1Cl	AN-329/10786012
"
74,AN-465/41988230,1.55,Specs,"c1ccc(cc1)[C@H](c1ccccc1)[NH2]Cc1c(cccc1Cl)F	AN-465/41988230
"
75,AK-830/13217113,1.55,Specs,"c1ccc(cc1)[C@@]1(c2ccccc2N=C2CCCCCN12)O	AK-830/13217113
"
76,AG-690/10492015,1.549,Specs,"c1ccc(cc1)[C@H]1CC(=NN1c1ccccc1F)c1cccs1	AG-690/10492015
"
77,AG-205/33648009,1.549,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(c(c1)C)C	AG-205/33648009
"
78,AQ-344/43100025,1.549,Specs,"c1ccc(cc1)[C@H]([C@@H](c1ccccc1)O)Nc1ccccc1	AQ-344/43100025
"
79,AG-690/10630045,1.548,Specs,"c1ccc(cc1)N1[C@@H](c2ccc(cc2)C(C)C)CC(=N1)c1ccc(cc1)Br	AG-690/10630045
"
80,AN-329/11534361,1.548,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(c(c1)Cl)C	AN-329/11534361
"
81,AG-205/07778023,1.548,Specs,"c1ccc(cc1)C1=NN(c2ccccc2F)[C@H](c2ccc(cc2)F)C1	AG-205/07778023
"
82,AN-329/14724227,1.546,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(c(c1)Cl)Br	AN-329/14724227
"
83,AP-518/42324228,1.545,Specs,"c1ccc(cc1)[C@@H](c1ccc(cc1)Br)NC(=O)c1ccccc1C	AP-518/42324228
"
84,AH-357/03460047,1.545,Specs,"c1ccc(cc1)C(=O)C[C@H](c1ccccc1)Sc1ccccc1	AH-357/03460047
"
85,AG-690/10630045,1.545,Specs,"c1ccc(cc1)N1[C@@H](c2ccc(cc2)C(C)C)CC(=N1)c1ccc(cc1)Br	AG-690/10630045
"
86,AP-518/42324228,1.544,Specs,"c1ccc(cc1)[C@@H](c1ccc(cc1)Br)NC(=O)c1ccccc1C	AP-518/42324228
"
87,AF-407/36112015,1.544,Specs,"c1ccc(cc1)[C@](CC(=O)C=C(C)C)(C(F)(F)F)O	AF-407/36112015
"
88,AE-477/13519075,1.543,Specs,"c1ccc(cc1)[C@H]1C[C@](c2ccccc2)(c2ccccc2O1)O	AE-477/13519075
"
89,AP-065/43441403,1.542,Specs,"c1ccc(cc1)[C@]1(c2ccccc2)c2cc(c(cc2CO1)OC)OC	AP-065/43441403
"
90,AP-518/41793443,1.542,Specs,"c1ccc(cc1)[C@H](c1ccc(cc1)Br)NC(=O)c1cccc(c1)F	AP-518/41793443
"
91,AG-690/10493028,1.542,Specs,"c1cc(cc(c1)Br)N1[C@H](c2cccs2)CC(=N1)c1cccs1	AG-690/10493028
"
92,AG-205/33133030,1.542,Specs,"c1ccc(c(c1)[C@H]1CC(=NN1c1ccccc1F)c1ccc(cc1)Cl)Cl	AG-205/33133030
"
93,AG-205/08243039,1.541,Specs,"c1cc(cc(c1)Cl)N1[C@@H](c2cccs2)CC(=N1)c1ccc(cc1)F	AG-205/08243039
"
94,AE-842/32998051,1.541,Specs,"c1ccc(cc1)[C@]1(c2ccccc2)[C@H]2[C@H]3CC[C@H](C3)[C@@H]2N=N1	AE-842/32998051
"
95,AG-670/34887018,1.541,Specs,"C(#CC(CC)(CC)[NH](C)C)[C@@](c1ccccc1)(c1ccccc1)O	AG-670/34887018
"
96,AG-205/08243039,1.541,Specs,"c1cc(cc(c1)Cl)N1[C@@H](c2cccs2)CC(=N1)c1ccc(cc1)F	AG-205/08243039
"
97,AG-670/34887035,1.541,Specs,"C(#C[C@@](c1ccccc1)(c1ccccc1)O)[C@H]1CCC[NH](C1)C	AG-670/34887035
"
98,AP-518/41793443,1.54,Specs,"c1ccc(cc1)[C@H](c1ccc(cc1)Br)NC(=O)c1cccc(c1)F	AP-518/41793443
"
99,AG-690/33405003,1.54,Specs,"c1ccc(c(c1)C1=NN(c2ccc(cc2)Cl)[C@H](c2ccc(cc2)F)C1)F	AG-690/33405003
"
100,AG-690/10493028,1.539,Specs,"c1cc(cc(c1)Br)N1[C@H](c2cccs2)CC(=N1)c1cccs1	AG-690/10493028
"
101,AN-329/09392046,1.539,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(cc1)C(=O)N	AN-329/09392046
"
102,AG-690/09409059,1.539,Specs,"c1ccc(cc1)[C@@]1(c2ccccc2)OC[C@H](CCl)O1	AG-690/09409059
"
103,AG-205/33133041,1.539,Specs,"c1ccc(c(c1)N1[C@@H](c2ccc(cc2)Cl)CC(=N1)c1ccc(cc1)OC)F	AG-205/33133041
"
104,AN-056/25013022,1.538,Specs,"c1ccc(cc1)C[C@@H](C(=O)OC)P(=O)(c1ccccc1)c1ccccc1	AN-056/25013022
"
105,AG-205/33133030,1.538,Specs,"c1ccc(c(c1)[C@H]1CC(=NN1c1ccccc1F)c1ccc(cc1)Cl)Cl	AG-205/33133030
"
106,AG-205/33133041,1.538,Specs,"c1ccc(c(c1)N1[C@@H](c2ccc(cc2)Cl)CC(=N1)c1ccc(cc1)OC)F	AG-205/33133041
"
107,AK-918/41424326,1.538,Specs,"c1ccc(cc1)c1ccccc1OCC(=O)c1ccc(cc1)C	AK-918/41424326
"
108,AG-690/33408017,1.537,Specs,"c1cc(ccc1C1=NN(c2ccc(cc2)Br)[C@H](c2ccc(cc2)Cl)C1)Br	AG-690/33408017
"
109,AN-329/10867051,1.537,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Oc1cccc(c1)C	AN-329/10867051
"
110,AG-205/07765020,1.537,Specs,"c1ccc(c(c1)[C@@H]1CC(=NN1c1ccccc1Br)c1ccc(cc1)Br)F	AG-205/07765020
"
111,AP-518/42324229,1.536,Specs,"c1ccc(cc1)[C@H](c1ccccc1Br)NC(=O)c1ccccc1C	AP-518/42324229
"
112,AG-690/11629047,1.536,Specs,"c1ccc2c(c1)cc([C@H]1c3ccccc3Oc3ccccc13)o2	AG-690/11629047
"
113,AG-690/33408017,1.536,Specs,"c1cc(ccc1C1=NN(c2ccc(cc2)Br)[C@H](c2ccc(cc2)Cl)C1)Br	AG-690/33408017
"
114,AG-690/33407024,1.536,Specs,"c1ccc(c(c1)C1=NN(c2ccc(cc2)Cl)[C@H](c2ccc(cc2)Cl)C1)F	AG-690/33407024
"
115,AG-690/33369044,1.536,Specs,"c1cc(cc(c1)Cl)N1[C@@H](c2cccs2)CC(=N1)c1ccc(cc1)Br	AG-690/33369044
"
116,AG-690/33369027,1.536,Specs,"c1cc(cc(c1)Br)N1[C@@H](c2cccs2)CC(=N1)c1ccc(cc1)Cl	AG-690/33369027
"
117,AG-205/07765020,1.535,Specs,"c1ccc(c(c1)[C@@H]1CC(=NN1c1ccccc1Br)c1ccc(cc1)Br)F	AG-205/07765020
"
118,AH-034/11963837,1.535,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Oc1ccc(cc1)Br	AH-034/11963837
"
119,AG-690/33369044,1.535,Specs,"c1cc(cc(c1)Cl)N1[C@@H](c2cccs2)CC(=N1)c1ccc(cc1)Br	AG-690/33369044
"
120,AG-690/33369027,1.535,Specs,"c1cc(cc(c1)Br)N1[C@@H](c2cccs2)CC(=N1)c1ccc(cc1)Cl	AG-690/33369027
"
121,AP-518/42402994,1.535,Specs,"c1ccc(cc1)[C@H](c1ccc(cc1)Br)NC(=O)c1ccc(cc1)OC	AP-518/42402994
"
122,AA-504/07994011,1.535,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1cccc(C)n1	AA-504/07994011
"
123,AH-487/41976558,1.535,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1c(cccc1F)F	AH-487/41976558
"
124,AK-968/13146033,1.535,Specs,"c1cc([C@H]2CC(=NN2c2ccc(cc2)F)c2ccc(cc2)C)sc1	AK-968/13146033
"
125,AO-854/10423027,1.534,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1cc(ccn1)C	AO-854/10423027
"
126,AO-080/40099002,1.533,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(cn1)C	AO-080/40099002
"
127,AP-518/42402994,1.533,Specs,"c1ccc(cc1)[C@H](c1ccc(cc1)Br)NC(=O)c1ccc(cc1)OC	AP-518/42402994
"
128,AG-690/33405003,1.533,Specs,"c1ccc(c(c1)C1=NN(c2ccc(cc2)Cl)[C@H](c2ccc(cc2)F)C1)F	AG-690/33405003
"
129,AE-848/32729032,1.533,Specs,"c1ccc(cc1)CN(c1ccccc1)N=C1c2ccccc2N(C1=O)C	AE-848/32729032
"
130,AP-518/42324229,1.533,Specs,"c1ccc(cc1)[C@H](c1ccccc1Br)NC(=O)c1ccccc1C	AP-518/42324229
"
131,AA-504/07995004,1.533,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(cn1)Cl	AA-504/07995004
"
132,AP-518/42324227,1.532,Specs,"c1ccc(cc1)[C@H](c1ccc(cc1)OC)NC(=O)c1ccccc1C	AP-518/42324227
"
133,AE-477/13519470,1.531,Specs,"c1ccc(cc1)C1=N[C@H](c2ccccc2)N2C[C@]12c1ccccc1	AE-477/13519470
"
134,AP-518/42324182,1.531,Specs,"c1ccc(cc1)[C@H](c1ccc(cc1)OC)NC(=O)c1ccccc1Cl	AP-518/42324182
"
135,AK-968/13146033,1.53,Specs,"c1cc([C@H]2CC(=NN2c2ccc(cc2)F)c2ccc(cc2)C)sc1	AK-968/13146033
"
136,AG-690/33407024,1.529,Specs,"c1ccc(c(c1)C1=NN(c2ccc(cc2)Cl)[C@H](c2ccc(cc2)Cl)C1)F	AG-690/33407024
"
137,AG-205/33133005,1.529,Specs,"c1ccc(c(c1)[C@H]1CC(=NN1c1ccccc1F)c1ccc(cc1)Cl)OC	AG-205/33133005
"
138,AG-690/33092052,1.529,Specs,"c1ccc(cc1)N1[C@@H](c2ccc(cc2)F)CC(=N1)c1ccc(C)o1	AG-690/33092052
"
139,AP-065/43441404,1.529,Specs,"c1ccc(cc1)[C@]1(c2ccccc2)c2ccccc2CO1	AP-065/43441404
"
140,AG-690/33369030,1.528,Specs,"c1cc([C@H]2CC(=NN2c2ccc(cc2)Cl)c2ccc(cc2)Br)sc1	AG-690/33369030
"
141,AP-970/43337018,1.528,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(cn1)I	AP-970/43337018
"
142,AE-848/30709005,1.528,Specs,"c1ccc(cc1)[C@H](c1ccccc1)CC(=O)c1c(cc(cc1C)C)C	AE-848/30709005
"
143,AE-477/13519470,1.527,Specs,"c1ccc(cc1)C1=N[C@H](c2ccccc2)N2C[C@]12c1ccccc1	AE-477/13519470
"
144,AK-968/41169439,1.527,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1cccc(c1Cl)Cl	AK-968/41169439
"
145,AK-830/13217148,1.526,Specs,"c1ccc(cc1)[C@]1(c2ccccc2)C(=O)N(c2ccccc2)N=C(C)O1	AK-830/13217148
"
146,AE-477/13519151,1.525,Specs,"c1ccc(cc1)[C@H]1c2ccccc2O[C@@H](c2ccc(cc2)C)C1	AE-477/13519151
"
147,AG-690/40144153,1.525,Specs,"c1ccc(cc1)C1=NN(c2cccc(c2)F)[C@H](c2ccc(cc2)Br)C1	AG-690/40144153
"
148,AR-016/42300656,1.525,Specs,"c1ccc(cc1)[C@H]1C(=NN(C1)Cc1ccccc1)c1ccc(cc1)Cl	AR-016/42300656
"
149,AN-329/12865307,1.524,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1cc(cc(c1)Cl)Cl	AN-329/12865307
"
150,AG-690/10493013,1.524,Specs,"c1ccc(c(c1)[C@H]1CC(=NN1c1ccc(cc1)Cl)c1cccs1)OC	AG-690/10493013
"
151,AG-690/33369030,1.524,Specs,"c1cc([C@H]2CC(=NN2c2ccc(cc2)Cl)c2ccc(cc2)Br)sc1	AG-690/33369030
"
152,AG-690/10492013,1.523,Specs,"c1ccc(c(c1)[C@H]1CC(=NN1c1ccc(cc1)Br)c1cccs1)OC	AG-690/10492013
"
153,AJ-292/40762938,1.523,Specs,"c1ccc2c(c1)CCc1ccccc1N2C(=O)Cc1ccc(cc1)OC	AJ-292/40762938
"
154,AG-690/40144152,1.523,Specs,"c1ccc(cc1)[C@@H]1CC(=NN1c1cccc(c1)F)c1ccc(cc1)Br	AG-690/40144152
"
155,AG-670/34887022,1.522,Specs,"C(#C[C@@](c1ccccc1)(c1ccccc1)O)[C@H](C(C)C)[NH](C)C	AG-670/34887022
"
156,AG-205/33133005,1.522,Specs,"c1ccc(c(c1)[C@H]1CC(=NN1c1ccccc1F)c1ccc(cc1)Cl)OC	AG-205/33133005
"
157,AN-329/40887478,1.522,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Oc1ccccc1OC	AN-329/40887478
"
158,AE-473/30364036,1.522,Specs,"c1ccc2c(c1)c(c[nH]2)[C@H](c1ccc(cc1)OC)c1ccc(cc1)OC	AE-473/30364036
"
159,AR-016/42300656,1.522,Specs,"c1ccc(cc1)[C@H]1C(=NN(C1)Cc1ccccc1)c1ccc(cc1)Cl	AR-016/42300656
"
160,AP-518/42504031,1.521,Specs,"c1ccc(cc1)[C@@H](c1cc(ccc1C)C)NC(=O)c1ccc(cc1)F	AP-518/42504031
"
161,AM-814/41091791,1.521,Specs,"c1ccc(cc1)[C@]1(c2ccccc2)OC[C@@](CO1)(C)CC	AM-814/41091791
"
162,AG-205/33127035,1.521,Specs,"c1ccc(c(c1)[C@H]1CC(=NN1c1cccc(c1)Cl)c1ccc(cc1)Cl)OC	AG-205/33127035
"
163,AB-131/42301008,1.521,Specs,"c1ccc2cc(ccc2c1)[C@H]1c2ccccc2c2ccccc2C1	AB-131/42301008
"
164,AG-205/32373020,1.521,Specs,"c1ccc(cc1)C=CC=CP(=O)(c1ccccc1)c1ccccc1	AG-205/32373020
"
165,AO-080/43378345,1.521,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(nc1)OC	AO-080/43378345
"
166,AQ-917/42754757,1.521,Specs,"c1ccc(cc1)[C@]1(c2ccccc2)C[C@H](CO1)C	AQ-917/42754757
"
167,AR-360/42760699,1.52,Specs,"c1ccc(cc1)C=C[C@](c1ccccc1)(Cc1cc(C)no1)O	AR-360/42760699
"
168,AE-848/33586058,1.52,Specs,"c1ccc(cc1)CN(c1ccccc1)N=C1c2ccccc2NC1=O	AE-848/33586058
"
169,AN-329/41145080,1.52,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Oc1ccc(cc1)CC	AN-329/41145080
"
170,AG-205/05218021,1.52,Specs,"c1ccc(cc1)[C@](c1ccccc1)([C@H]1C[N@@H]2CC[C@H]1CC2)O	AG-205/05218021
"
